claim_id,policy_id,customer_id,age,gender,region,policy_type,premium,claim_amount,claim_date,accident_type,vehicle_age,has_previous_claims,claim_status,hospital_visits,settlement_amount,fraud_flag,description
CLM510654,POL101128,CUST202571,42,FEMALE,Kisumu,Fire & Theft,4749.57,1121.86,15-08-2021,theft,12,0,Open,1,N/A,0,Vehicle theft reported!!
CLM501460,POL101288,CUST202576,58,M,Nakuru,Third party,1000,12384.59,"Jan 11, 2020",Fire,0,Yes,Open,2,8747.54,0,customer reports theft
CLM506848,POL100385,CUST200431,57,FEMALE,naivasha,Fire & Theft,18657.79,32286.16,2018/05/06,Slip,8,yes,Closed,2,23764.64,1,Slip and fall - claim for medical
CLM506934,POL100523,CUST201370,39,FEMALE,nakuru,Third party,6280.26,107.96,,Unknown,6,1,Settled ,1,107.96,yes,Minor bumper damage
CLM509556,POL100578,CUST200699,36,F,Nairobi ,Fire & Theft,10254.1,20387.4,14-06-2019,rollover,2,,Rejected,0,13254.19,,Claim processing - awaiting docs!!
CLM507158,POL100247,CUST200445,49,Male,mombasa,Comprehensive,19853.65,38923.05,20-03-2018,Head-on,6,1,Settled,0,28560.41,0,Major collision - multiple injuries
CLM506097,POL100695,CUST201279,33,Unknown,Nakuru,Third-Party,12917.11,9989.23,2023/11/01,Side-impact,1,Yes,pending,0,4951.41,,Minor bumper damage
CLM506003,POL100482,CUST202549,26,,naivasha,Fire & Theft,29607.03,317657.67,02-08-2019,theft,5,,Settled,0,191571.56,,Slip and fall - claim for medical
CLM501156,POL100159,CUST201072,36,Unknown,nairobi,Third party,9486.37,1032.94,2022/08/09,Unknown,6,yes,closed,0,896.15,1,Slip and fall - claim for medical
CLM505224,POL100396,CUST202416,45,F, coast,Comprehensive ,12611.2,192294.34,"Aug 26, 2019",Fire,5,No,closed,0,N/A,1,Rear ended on highway
CLM507076,POL100477,CUST201064,39,male,nairobi,Third-Party,13321.79,292240.7,04-05-2024,unknown,5,1,closed,1,110266.18,0,Unknown cause
CLM503325,POL100072,CUST201243,36,Female,Nakuru,Third-Party,9379.67,193611.95,"May 21, 2022",theft,8,no,pending,0,136366.43,,duplicate submission
CLM506763,POL101069,CUST200016,27,Unknown,Naivasha,Comprehensive,5054.07,39524.22,2020/11/01,Slip,3,,Closed,0,N/A,Yes,Claim for water damage (flood)
CLM506324,POL100957,CUST201352,40,FEMALE,NAIROBI,Comprehensive,4926.52,18441.21,2023/06/06,rollover,2,yes,Settled,0,N/A,1,Major collision - multiple injuries
CLM504257,POL101197,CUST200903,18,FEMALE,eldoret,fire & theft,20814.59,41516.68,2023/07/13,Unknown,4,No,Settled ,1,24523.48,,Slip and fall - claim for medical
CLM506769,POL100104,CUST200467,33,Female,nakuru,fire & theft,15081.2,2643.13,"Aug 18, 2018",Slip,0,Yes,Rejected,0,2525.52,,Vehicle theft reported
CLM505536,POL100612,CUST201661,49,male,Nakuru,Third-Party,21897.78,35760.14,"May 17, 2018",Head-on,0,no,Open,0,22853.28,,Claim processing - awaiting docs
CLM503520,POL100758,CUST201386,31,Male,Coast,Fire & Theft,5511.12,31923.71,12-06-2023,Side-impact,4,0,Rejected,1,23751.16,yes,Claim for water damage (flood)
CLM509693,POL100169,CUST201841,39,Female,nairobi,Third party,23123.48,10885.21,2022/02/11,Unknown,6,no,Open,1,N/A,0,Rear ended on highway
CLM502062,POL100113,CUST201230,47,male,Nairobi ,Third-Party,12382.9,58131.6,"Jan 30, 2022",theft,0,,pending,0,23193.74,no,duplicate submission
CLM504713,POL100997,CUST202320,22,Male,Nairobi ,Comprehensive,11994.23,16602.08,13-10-2022,rollover,6,yes,closed,1,14557.06,0,Small scratch while parking
CLM510202,POL100160,CUST201631,41,Female,eldoret,Comprehensive,4883.56,30619.87,25-03-2020,Unknown,9,,Rejected,5,23658.91,,Major collision - multiple injuries
CLM506267,POL100112,CUST201128,39,FEMALE,Kisumu,Comprehensive ,22630.91,3319.88,"Nov 24, 2018",unknown,7,1,Rejected,0,3319.88,yes,Unknown  cause
CLM504353,POL100851,CUST202171,34,F,nakuru,Comprehensive,21688.68,5221.8,2019/03/08,Slip,1,Yes,Closed,1,3288.04,,Unknown cause
CLM500152,POL101180,CUST202570,31,male,nakuru,Fire & Theft,16563.28,4060.51,"Aug 16, 2018",rollover,7,1,Settled,0,3348.55,yes,duplicate submission
CLM502238,POL100103,CUST200737,31,M,eldoret,fire & theft,18526.56,10278.01,2021/11/03,Side-impact,0,Yes,Settled ,0,4730.76,yes,customer reports theft
CLM506874,POL100150,CUST201332,46,FEMALE,NAIROBI,Fire & Theft,13142.86,21432.11,"Nov 07, 2019",Unknown,5,yes,pending,0,20133.74,,Small scratch while parking
CLM501563,POL100604,CUST201492,42,FEMALE,nairobi,Third party,4947.17,13909.83,2021/12/15,Unknown,7,No,closed,1,8489.19,,Vehicle theft reported
CLM502320,POL101058,CUST200394,42,M,Nakuru,fire & theft,4656.15,16654.34,"Aug 28, 2024",Slip,5,yes,closed,0,12805.34,1,Minor  bumper  damage
CLM502531,POL100329,CUST200480,61,F,Nakuru,Comprehensive ,18221.75,29378.43,2020/03/10,Rear-end,8,No,pending,1,29378.43,No,Claim processing - awaiting docs
CLM509560,POL101265,CUST200223,35,Female, coast,Comprehensive ,14634.94,36315.1,"Oct 14, 2019",Slip,6,0,Rejected,2,17842.38,no,Small scratch while parking
CLM508447,POL100555,CUST201511,32,F,mombasa,Fire & Theft,10005.64,9303.48,2023/12/01,rollover,5,0,Closed,0,9303.48,1,Claim processing - awaiting docs
CLM504925,POL100303,CUST201913,28,Unknown,Nakuru,Third party,6575.34,178679.68,2022/08/13,Unknown,2,,Settled,1,103408.64,Yes,Rear ended on highway
CLM511089,POL100242,CUST201922,60,Unknown,Coast,Comprehensive ,15298.85,11271.09,"Jan 30, 2021",theft,3,No,Settled,1,2239.42,no,duplicate submission!!
CLM502296,POL100061,CUST200931,36,Unknown,Coast,Comprehensive ,21032.69,17625.21,"Mar 10, 2021",Side-impact,10,Yes,Settled,0,12323.86,no,customer reports theft
CLM504006,POL100963,CUST201064,34,F, coast,Comprehensive,17699.99,258919.89,2021/05/01,rollover,5,no,Open,3,N/A,,Unknown  cause!!
CLM504747,POL101102,CUST200540,56,F,Kisumu,Comprehensive,1000,29227.45,24-11-2019,Slip,3,0,Rejected,0,16551.57,,Vehicle theft reported
CLM502802,POL100749,CUST201870,26,male, coast,Third-Party,23618.88,16086.94,2021/07/25,Fire,10,0,pending,1,10097.89,No,Unknown cause
CLM508868,POL100893,CUST201989,65,Female,Mombasa,Comprehensive ,18983.84,21935.68,2018/01/14,Side-impact,6,No,Settled ,0,15662.8,Yes,Major collision - multiple injuries
CLM511425,POL100252,CUST201048,44,M,mombasa,fire & theft,24639.71,10925.46,2024/08/05,Slip,8,,Open,1,10575.44,Yes,Vehicle theft reported
CLM500400,POL101206,CUST200184,55,, coast,Comprehensive,22744.05,16865.69,"Jan 10, 2020",rollover,11,No,Settled,0,N/A,0,Claim for water damage (flood)
CLM509280,POL100338,CUST200949,23, ,Kisumu,Comprehensive,5407.78,269060.29,"Jun 18, 2019",theft,9,1,Closed,1,262691.01,No,Claim  processing  -  awaiting  docs
CLM500672,POL100022,CUST200480,26,M,eldoret,Comprehensive,16082.71,34916.71,"Sep 17, 2024",Fire,6,,Open,0,24991.83,yes,Slip and fall - claim for medical
CLM505448,POL100569,CUST202004,52,FEMALE,Nairobi ,Third party,10206.81,143817.49,2020/01/10,Head-on,7,,Settled ,2,75474.61,yes,duplicate submission
CLM508137,POL100018,CUST201634,61,M,eldoret,Fire & Theft,6927.37,8925.81,"Dec 05, 2023",theft,6,Yes,Open,0,6912.17,yes,customer reports theft
CLM501778,POL101072,CUST201891,53,, coast,Fire & Theft,6053.18,159882.66,23-07-2018,Unknown,1,1,pending,1,115940.83,1,Vehicle theft reported
CLM504551,POL100211,CUST202224,18,Female,Eldoret,Third party,16527.14,33641.35,2023/08/09,Unknown,4,no,Open,0,23552.9,no,Rear ended on highway
CLM503253,POL101149,CUST201803,18,,nairobi,Comprehensive,13548.61,46758.71,2019/11/20,Head-on,2,Yes,Settled,0,44007.15,0,Minor bumper damage
CLM500377,POL101164,CUST201037,44,F,Kisumu,fire & theft,18620.25,1006.29,25-08-2023,Unknown,5,1,Settled ,2,550.79,No,Rear ended on highway
CLM509184,POL100590,CUST201346,42,Male,Nairobi ,fire & theft,17289.84,1158.12,2018/11/29,Head-on,5,0,Settled ,1,891.22,0,duplicate submission
CLM507827,POL100439,CUST202110,49,M,Naivasha,Comprehensive ,28801.33,25901.59,"Jun 14, 2020",Unknown,0,Yes,Rejected,3,15787.1,yes,Rear ended on highway
CLM501331,POL100580,CUST200983,26,FEMALE,nairobi,Third-Party,19074.36,10758.93,"Jul 20, 2023",Slip,9,No,Settled,2,5873.46,yes,Minor bumper damage
CLM510276,POL100716,CUST200935,40,Female,Coast,Third-Party,19770.41,65536.24,"Sep 15, 2022",Slip,0,0,Rejected,2,19867.58,no,Minor bumper damage
CLM504765,POL100090,CUST200673,28,Male,naivasha,Comprehensive ,8753.87,186057.74,2023/11/15,unknown,11,,Settled,1,118603.91,Yes,Claim for water damage (flood)
CLM503937,POL100603,CUST202599,34,Male,Naivasha,Fire & Theft,30132.64,16451.41,2020/03/26,Side-impact,10,No,Closed,1,9948.52,,Minor bumper damage
CLM500727,POL100385,CUST202447,41,male,Kisumu,Comprehensive ,5579.11,48096.57,"Mar 09, 2020",theft,7,,Rejected,0,40620.7,,Rear ended on highway
CLM503899,POL100965,CUST202528,21,Female,Eldoret,Third-Party,1000,15305.05,"Jun 20, 2020",rollover,8,,Rejected,2,11393.3,1,Rear ended on highway
CLM507241,POL100013,CUST201630,33,,naivasha,Comprehensive,19356.95,36334.72,"Feb 21, 2021",Head-on,10,0,pending,0,N/A,,Rear ended on highway
CLM505732,POL100945,CUST200951,46,FEMALE,Coast,Third party,24146.88,18981.98,2021/08/06,Rear-end,4,No,pending,1,N/A,No,Unknown cause
CLM507592,POL100265,CUST200387,46,M,nairobi,Third party,35376.05,9028.92,2020/11/23,Unknown,5,Yes,Settled,0,6698.79,1,Small scratch while parking
CLM505741,POL100559,CUST201731,38,M,nairobi,N/A,17095.48,30851.77,"Nov 17, 2023",Rear-end,9,no,Settled,2,13536.41,yes,Rear ended on highway
CLM510119,POL100100,CUST200904,48,Female,Naivasha,fire & theft,12608.78,214217.19,2018/03/19,Head-on,4,Yes,Settled ,0,187090.94,no,customer reports theft
CLM509488,POL100041,CUST201594,35,Male,mombasa,Third party,16870.4,22562.54,2021/08/27,Unknown,9,0,closed,1,14541.13,0,Claim processing - awaiting docs
CLM511658,POL100634,CUST202460,49,Male,Nairobi ,Third-Party,24004.01,5763.1,2024/04/25,Side-impact,8,0,Settled,4,5381.49,yes,Minor bumper damage
CLM500180,POL100583,CUST200112,28,Unknown,nairobi,Third-Party,6171.29,166190.47,,theft,9,Yes,pending,0,166190.47,0,duplicate  submission
CLM509063,POL101028,CUST202512,54,male,Mombasa,fire & theft,14614.11,14394.03,"Feb 06, 2020",Head-on,1,Yes,Open,1,12068.18,no,Minor bumper damage
CLM500023,POL101046,CUST201938,46,FEMALE,Naivasha,Comprehensive,25911.09,58087.44,04-10-2021,theft,4,no,Settled,3,38269.55,1,Minor  bumper  damage
CLM509649,POL100489,CUST202383,32,Male,Eldoret,Comprehensive,26029.06,384.12,"Apr 16, 2022",Slip,3,0,Rejected,1,269.19,,Major collision - multiple injuries
CLM502878,POL101280,CUST201965,36,,eldoret,Comprehensive ,2667.47,6451.04,2020/05/01,rollover,0,1,Settled,2,5758.41,Yes,Claim for water damage (flood)
CLM500251,POL100693,CUST202560,35,Male,nairobi,Third party,11770.81,5673.16,2024/01/06,theft,6,Yes,closed,1,3998.69,,Fire damage in engine
CLM504748,POL100754,CUST201805,34,M,nakuru,Fire & Theft,22712.1,63388.29,2018/01/10,Unknown,10,Yes,Settled ,2,31477.96,Yes,Major collision - multiple injuries
CLM507508,POL100120,CUST200648,49,M,Naivasha,Fire & Theft,23874.07,312192.68,2019/12/08,rollover,6,0,pending,1,267049.73,Yes,Rear ended on highway
CLM509854,POL100559,CUST200862,43,,Kisumu,Third-Party,5845.49,24784.9,24-05-2023,Head-on,0,,Open,1,7653.09,1,Major collision - multiple injuries
CLM502806,POL100444,CUST200039,51,Male,Kisumu,Comprehensive,22396.62,23499.31,"Jun 30, 2023",rollover,4,yes,Settled,1,14373.63,no,Claim processing - awaiting docs!!
CLM505656,POL100627,CUST200755,48,M,Coast,fire & theft,14627.05,400.67,"Sep 14, 2019",Fire,4,No,closed,1,250.98,yes,Major collision - multiple injuries
CLM502517,POL100056,CUST201520,43,F,Naivasha,fire & theft,9111.48,11850.68,"Jun 30, 2019",Rear-end,5,no,Closed,1,8647.36,no,Small scratch while parking
CLM502826,POL100849,CUST201896,55,Male,Nairobi ,Comprehensive ,15460.98,16301.7,07-11-2019,Fire,6,0,pending,0,8571.76,No,Fire damage in engine
CLM510003,POL100985,CUST201291,35,,Mombasa,Third party,19100.84,23235.22,2020/12/10,Slip,2,Yes,Rejected,1,12345.35,,duplicate submission
CLM503728,POL101093,CUST202190,35,male,Nakuru,Comprehensive ,4260.94,29664.36,"Sep 27, 2022",Unknown,2,Yes,Settled ,0,24286.44,1,Major collision - multiple injuries
CLM508848,POL101146,CUST201633,60,FEMALE,naivasha,fire & theft,26130.45,154494.79,"Feb 20, 2024",Slip,8,1,Settled ,0,83940.53,no,Rear ended on highway
CLM506573,POL100155,CUST201229,46,Female,Eldoret,Fire & Theft,17762.94,3449.96,"Dec 26, 2019",rollover,2,No,Closed,1,1991.75,1,Unknown cause
CLM505474,POL101129,CUST202599,36,M,mombasa,fire & theft,13789.22,6702.57,"Jan 10, 2019",Head-on,5,0,Closed,0,4853.45,yes,Vehicle theft reported
CLM502775,POL101244,CUST202032,45,Male,,Fire & Theft,22574.16,14961.59,2022/11/10,Side-impact,9,Yes,Settled,2,N/A,Yes,Small scratch while parking
CLM500048,POL100839,CUST200632,34,male,nakuru,Third party,11736.68,23924.35,"Jun 17, 2022",unknown,5,No,Settled,1,21201.44,,Slip and fall - claim for medical
CLM503714,POL100703,CUST202587,42,M,Naivasha,Comprehensive ,19700.52,117825.64,2022/12/15,rollover,7,1,Closed,1,90599.41,no,Fire damage in engine
CLM507082,POL100876,CUST201307,40,FEMALE,Kisumu,Third-Party,18583.35,26473.88,"Nov 17, 2019",unknown,1,0,Settled,0,21106.42,,Minor bumper damage
CLM504800,POL100813,CUST201906,38,Male,Naivasha,fire & theft,24181.73,208390.94,"Nov 09, 2019",rollover,4,Yes,closed,1,208390.94,No,Slip and fall - claim for medical
CLM510870,POL100029,CUST200329,37,FEMALE,Mombasa,Fire & Theft,19464.83,42913.21,2021/11/11,rollover,7,No,Settled,0,29027.39,0,Vehicle theft reported!!
CLM501755,POL100549,CUST202413,30,Unknown,Nakuru,Fire & Theft,9182.42,17747.37,29-10-2023,Side-impact,3,no,closed,1,12065.21,1,Claim processing - awaiting docs
CLM503578,POL100807,CUST201272,48,FEMALE, coast,Third party,26308.58,4131.34,"Sep 10, 2018",Slip,4,Yes,Settled,0,2065.24,0,Claim processing - awaiting docs
CLM510780,POL100029,CUST201362,33,FEMALE,Naivasha,Third-Party,11049.24,14077.86,2018/06/17,theft,1,Yes,Settled ,0,9840.31,1,Slip and fall - claim for medical
CLM510784,POL101111,CUST200457,25,Female,Naivasha,N/A,4008.26,38348.38,2022/04/30,rollover,6,,Rejected,1,37470.18,0,duplicate submission
CLM509093,POL100192,CUST200612,35,Unknown,naivasha,Third-Party,19795.17,41654.28,2020/11/08,Unknown,5,yes,Settled,0,13760.26,1,Major collision - multiple injuries
CLM506815,POL101249,CUST201247,32,Unknown,NAIROBI,Fire & Theft,14831.94,95596.4,04-03-2018,theft,2,1,pending,1,59661.09,no,duplicate submission
CLM501381,POL100424,CUST200053,57,,Nairobi ,Fire & Theft,11871.8,283153.36,26-11-2021,Head-on,3,0,Rejected,0,273449.49,no,Major collision - multiple injuries
CLM506467,POL100071,CUST201313,43,FEMALE,Nakuru,Third-Party,16149.56,227656.78,"Jun 21, 2022",rollover,1,0,Closed,0,126615.89,,Small scratch while parking
CLM501301,POL100722,CUST200802,42,male,Nairobi ,Comprehensive ,14806.97,27659.01,2023/08/06,Slip,2,Yes,Open,0,27102.61,no,Slip and fall - claim for medical
CLM510874,POL101032,CUST202215,37,Male,Nairobi ,Comprehensive ,11555.98,13628.77,"Aug 21, 2018",unknown,4,1,Closed,0,7001.6,Yes,customer reports theft
CLM502612,POL100627,CUST200514,57,male,nakuru,Third party,25175.35,1127.04,2024/05/19,Fire,5,,Rejected,1,1026.35,,Small scratch while parking
CLM504409,POL100259,CUST200830,47,F,Coast,Fire & Theft,19278.84,29257.75,28-03-2023,unknown,3,no,closed,1,24921.03,No,Major collision - multiple injuries
CLM500631,POL100047,CUST201162,57,,mombasa,Fire & Theft,14092.15,169940.26,"Jun 24, 2019",Side-impact,8,0,Rejected,2,83884.03,0,Claim processing - awaiting docs
CLM500791,POL100800,CUST202165,52,Female,Nakuru,Comprehensive ,19013.48,23724.88,"Feb 07, 2023",Fire,5,yes,Settled ,2,16965.27,Yes,Fire  damage  in  engine
CLM507931,POL100447,CUST202560,43,M,Mombasa,Comprehensive ,9702.06,8947.28,"Mar 01, 2019",Fire,9,0,Closed,0,6470.62,0,Rear ended on highway
CLM507218,POL100271,CUST200283,24,Male,mombasa,fire & theft,30467.13,5701.09,"Mar 03, 2018",Unknown,4,Yes,Settled ,0,4576.69,No,Major collision - multiple injuries
CLM503089,POL100422,CUST200456,19,M,Naivasha,N/A,20676.81,8643.74,2018/03/28,unknown,2,0,Settled ,2,3043.62,0,Major collision - multiple injuries
CLM506499,POL100583,CUST201321,58,FEMALE,mombasa,Comprehensive ,14468.57,15173.53,2022/02/22,Side-impact,4,yes,Settled ,0,14197.32,Yes,Small scratch while parking
CLM506568,POL101035,CUST201462,53,M,Nairobi ,Third-Party,1000,34846.82,09-07-2018,Side-impact,1,No,closed,0,29117.46,no,Unknown cause
CLM506036,POL100759,CUST202028,41,Male,naivasha,Third-Party,23639.29,16159.17,2021/06/14,unknown,2,no,Closed,2,12273.69,Yes,Unknown cause
CLM511906,POL100988,CUST200338,41,M,naivasha,Comprehensive,1753.24,9137.59,"Aug 21, 2021",rollover,4,Yes,Closed,1,N/A,Yes,Slip and fall - claim for medical
CLM504135,POL100425,CUST201195,48,F,Coast,Comprehensive ,24200.25,13307.41,"Jul 28, 2022",unknown,6,,Closed,1,9636.13,yes,Claim processing - awaiting docs
CLM503345,POL100408,CUST200846,60,Female, coast,Third party,19399.68,134492.94,"Jul 20, 2020",Unknown,8,no,Closed,1,78096.84,No,customer reports theft
CLM503415,POL101129,CUST201571,34,Unknown,Nakuru,Fire & Theft,20871.26,46851.72,2022/10/14,Head-on,3,,Open,0,38394.64,no,customer reports theft
CLM503124,POL101129,CUST201584,53,F,eldoret,Fire & Theft,26485.92,2254.54,2020/02/18,Unknown,1,yes,Open,1,989.84,Yes,Minor bumper damage
CLM502162,POL100769,CUST200408,38,Unknown,eldoret,Third party,13318.76,64484.21,2021/02/12,rollover,5,,pending,1,39548.01,,Minor bumper damage
CLM500214,POL101124,CUST201889,34,male,Kisumu,Comprehensive ,8580.06,39482.17,07-02-2019,Unknown,2,Yes,Settled,2,17151.7,no,Major collision - multiple injuries
CLM507318,POL100723,CUST200755,35,Male,Nairobi ,Comprehensive ,21116.18,14566.85,"Jun 20, 2022",theft,11,yes,Open,1,N/A,0,Fire damage in engine
CLM501628,POL100423,CUST200385,45,,Mombasa,Third-Party,9187.71,4511.74,"Jun 22, 2022",Side-impact,0,No,Open,0,N/A,no,Major collision - multiple injuries
CLM510298,POL100527,CUST201168,18,Male,Coast,Comprehensive ,13531.24,34094.02,09-11-2023,Rear-end,0,no,Open,0,14213.58,No,customer  reports  theft
CLM501374,POL100380,CUST201210,27,Female,Nairobi ,fire & theft,16014.6,14504.87,2023/12/19,Slip,5,Yes,Rejected,0,N/A,Yes,Unknown cause
CLM507160,POL100208,CUST201002,48,F,mombasa,Comprehensive ,11851.95,25876.85,"Jan 30, 2021",Slip,0,Yes,pending,0,9489.91,1,customer reports theft
CLM501629,POL100595,CUST200146,25,F, coast,Comprehensive,18296.67,3304.04,2020/04/23,theft,6,Yes,Settled ,0,1560.67,Yes,Unknown  cause
CLM507418,POL100433,CUST200426,37,FEMALE,naivasha,Fire & Theft,13065.56,25321.85,"May 13, 2019",theft,3,yes,Settled,2,19720.06,Yes,Claim processing - awaiting docs
CLM506235,POL101209,CUST201454,26,Unknown,Eldoret,Comprehensive,21406.51,4633.26,2019/10/22,unknown,9,1,Rejected,1,2944.1,Yes,Fire damage in engine
CLM500553,POL100013,CUST201986,67,Female,Nairobi ,Comprehensive,3164.45,38888.5,"Oct 09, 2024",theft,8,1,Open,3,29836.38,,Claim for water damage (flood)
CLM502595,POL101016,CUST201236,23,,mombasa,Comprehensive,16512.78,13926.75,2021/03/22,theft,2,No,Settled ,0,N/A,yes,Claim processing - awaiting docs
CLM506995,POL100537,CUST200871,18,F,Coast,Third party,16127.91,28222.94,29-01-2020,Side-impact,6,0,Open,1,27814.47,no,Slip and fall - claim for medical
CLM501182,POL101116,CUST200139,28,F,Nakuru,fire & theft,13133.73,42135.99,18-01-2018,rollover,2,1,pending,0,42135.99,No,Claim processing - awaiting docs
CLM504723,POL100595,CUST200284,36,F, coast,Third party,11452.69,4841.14,"Jun 30, 2018",Side-impact,5,No,Rejected,3,3732.57,No,Claim for water damage (flood)
CLM504536,POL100352,CUST202012,26,F,Eldoret,Third-Party,17352.33,226844.12,2020/12/18,theft,2,Yes,pending,1,172399.56,yes,Slip and fall - claim for medical
CLM507166,POL100312,CUST202166,29,male,nairobi,fire & theft,21076.86,38301.8,2022/08/22,theft,3,0,Open,2,28251.05,no,customer reports theft
CLM503339,POL101074,CUST200436,46,M,nairobi,Third-Party,4462.25,14595.69,"Jan 16, 2024",Fire,8,Yes,Closed,0,14595.69,yes,Major collision - multiple injuries
CLM501181,POL101271,CUST200619,53,Male,eldoret,Third-Party,18935.95,4093.85,08-08-2020,Unknown,6,No,Rejected,0,3448.62,,Vehicle theft reported
CLM500822,POL100164,CUST201318,37,,Mombasa,Comprehensive ,15636.59,31382.37,15-10-2021,Rear-end,7,,Open,0,23717.54,no,Rear ended on highway
CLM507377,POL100347,CUST200618,36,,nakuru,fire & theft,12939.46,11373.47,"Mar 10, 2022",unknown,6,,Open,0,2439.49,No,Major collision - multiple injuries
CLM509250,POL101279,CUST201844,35,,Mombasa,fire & theft,25381.93,112602.92,"Aug 03, 2023",unknown,8,Yes,pending,3,112602.92,1,Slip and fall - claim for medical
CLM506327,POL101292,CUST202172,37,Male,nakuru,Third party,23095.34,5192.31,"Nov 03, 2023",Slip,4,1,Closed,1,3843.03,0,duplicate submission
CLM506777,POL100680,CUST202166,34,FEMALE,Coast,Third party,8091.91,34345.91,"Aug 18, 2020",Slip,5,1,Closed,1,30402.18,,Rear ended on highway
CLM501128,POL100424,CUST202394,23,FEMALE,Mombasa,Comprehensive,13162.12,135976.1,"Aug 20, 2022",unknown,4,0,Open,1,123156.55,Yes,Minor bumper damage
CLM501325,POL100169,CUST200599,41,male,nairobi,Third-Party,21775.4,11425.72,15-02-2021,Fire,8,no,Settled,0,4389.67,no,Rear ended on highway
CLM510621,POL100614,CUST201310,23,F,Kisumu,Fire & Theft,16612.55,38633.69,2022/02/12,Head-on,6,0,Rejected,1,25169.99,,Fire damage in engine
CLM505192,POL100827,CUST202519,47,F,Kisumu,Fire & Theft,14433.76,7142.5,"Jul 12, 2022",theft,12,0,pending,2,779.4,,Fire damage in engine
CLM504199,POL101245,CUST200448,35,Unknown,Eldoret,Third-Party,4145.69,28793.61,31-08-2023,Fire,10,no,Settled ,0,21626.3,Yes,Unknown cause
CLM505783,POL100392,CUST200088,44,M,eldoret,Third-Party,20047.55,13953.9,09-01-2019,Side-impact,9,Yes,Closed,0,7841.93,1,Small scratch while parking
CLM503967,POL101045,CUST200906,40,Male,Kisumu,Comprehensive ,12051.75,49350.03,"Jan 29, 2021",theft,5,1,Closed,2,N/A,no,Rear ended on highway
CLM505966,POL100376,CUST202397,35,,nakuru,Third-Party,18988.88,16356.62,05-07-2020,Unknown,10,Yes,Settled ,1,8889.08,Yes,Fire damage in engine
CLM509903,POL100883,CUST201124,22,male,Naivasha,fire & theft,6485.73,17886.95,,Side-impact,2,1,Rejected,1,10732.42,Yes,Unknown cause
CLM509083,POL101081,CUST202395,43,FEMALE,nakuru,Third party,27831.92,99587.48,"Sep 22, 2020",theft,7,Yes,Settled,2,92336.28,no,duplicate submission
CLM501672,POL100119,CUST202524,37,Male,Eldoret,Third-Party,11908.04,7795.03,"Aug 27, 2022",rollover,2,no,closed,0,2624.34,Yes,Fire damage in engine
CLM501978,POL101043,CUST201699,54,Male,NAIROBI,Fire & Theft,3559.19,4483.05,2022/07/21,Head-on,7,no,Settled ,0,2090.02,no,Claim for water damage (flood)
CLM511428,POL101067,CUST202335,32,Unknown,nairobi,Third party,3462.06,18126.48,"Dec 15, 2020",Fire,5,0,pending,1,13288.78,yes,customer reports theft
CLM505880,POL101023,CUST200179,18,FEMALE,Eldoret,fire & theft,6668.08,41046.81,"Aug 14, 2021",Head-on,4,No,Open,1,30983.19,1,Major collision - multiple injuries
CLM503340,POL101037,CUST200288,44,male,nakuru,Third party,22998.24,130916.01,"Aug 26, 2024",Fire,3,Yes,pending,0,92355.08,Yes,Claim for water damage (flood)
CLM511076,POL100685,CUST200082,18,,nakuru,N/A,18121.3,29851.81,2023/11/12,Side-impact,3,,closed,3,21894.96,yes,Claim processing - awaiting docs
CLM505199,POL100096,CUST200665,48,FEMALE,mombasa,Fire & Theft,15427.21,141844.45,2023/05/16,theft,9,yes,pending,1,47250.02,0,Minor  bumper  damage
CLM504923,POL100570,CUST200541,49,Unknown,Kisumu,Third-Party,19185.38,31257.69,"Oct 14, 2022",Side-impact,7,Yes,Open,1,10964.48,No,Vehicle theft reported
CLM506989,POL100549,CUST200919,23,Unknown,NAIROBI,Third party,7754.76,4924.24,"Jul 01, 2023",Unknown,6,No,Settled,0,3435.2,1,Unknown cause
CLM509573,POL100677,CUST200845,32,Female,eldoret,Comprehensive ,22761.73,21191.52,2020/03/14,Fire,8,0,pending,0,18899.13,No,Minor bumper damage
CLM509702,POL101156,CUST200344,18,Unknown,Eldoret,Third-Party,1000,34974.24,"Jun 06, 2018",Rear-end,1,no,Settled ,0,26234.94,yes,Claim for water damage (flood)
CLM511707,POL100780,CUST201498,61,F,nakuru,Fire & Theft,14756.49,47281.01,,Head-on,6,Yes,Rejected,1,10579.97,no,customer reports theft
CLM507654,POL100546,CUST202523,64,M,Mombasa,Fire & Theft,21534.54,14854.02,"Aug 02, 2021",Side-impact,5,yes,pending,0,9774.45,yes,Minor bumper damage
CLM511724,POL100878,CUST201980,45,Unknown,naivasha,Comprehensive ,24759.06,44503.87,"Nov 24, 2023",Side-impact,3,,Open,1,30480.15,,duplicate submission
CLM506581,POL100704,CUST201080,46,FEMALE,mombasa,Third-Party,20473.57,204319.43,"Mar 22, 2022",rollover,5,1,Rejected,1,187390.25,0,Fire damage in engine
CLM509386,POL100240,CUST202427,39,,nairobi,Fire & Theft,21742.04,33595.85,"Jul 12, 2022",rollover,8,0,Rejected,0,21424.51,,Claim processing - awaiting docs
CLM505191,POL100164,CUST202000,38,Male,eldoret,Third-Party,23960.37,42247.1,2024/07/01,Fire,8,no,Open,0,27472.49,Yes,Major collision - multiple injuries
